rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
815,C,sudo-touchid,1546,55,C,https://github.com/mattrajca/sudo-touchid,mattrajca,14,2021-11-02T16:31:24Z,A fork of `sudo` with Touch ID support.
816,C,age,1541,196,C,https://github.com/apache/age,apache,272,2023-03-25T17:26:20Z,Graph database optimized for fast analysis and real-time data processing. It is provided as an extension to PostgreSQL.
817,C,wifi-arsenal,1538,388,C,https://github.com/0x90/wifi-arsenal,0x90,3,2020-07-06T00:46:06Z,WiFi arsenal
818,C,osmc,1538,387,C,https://github.com/osmc/osmc,osmc,40,2023-02-28T12:45:16Z,OSMC (Open Source Media Center) is a free and open source media center distribution
819,C,rtl8188eu,1538,576,C,https://github.com/lwfinger/rtl8188eu,lwfinger,187,2023-02-18T18:57:13Z,Repository for stand-alone RTL8188EU driver.
820,C,nginx-releases,1538,798,C,https://github.com/nginx/nginx-releases,nginx,0,2015-07-25T06:41:36Z,"* NOTE: This repository has been retired *. Complete (unofficial) history of nginx releases.  Please note that this repository is unofficial and pull requests have no chance of being merged. The proper way to submit changes to nginx is via the nginx development mailing list, see http://nginx.org/en/docs/contributing_changes.html."
821,C,ChameleonMini,1537,373,C,https://github.com/emsec/ChameleonMini,emsec,58,2022-12-05T17:30:05Z,The ChameleonMini is a versatile contactless smartcard emulator compliant to NFC. The ChameleonMini was developed by https://kasper-oswald.de.  The device is available at https://shop.kasper.it. For further information see the Getting Started Page https://rawgit.com/emsec/ChameleonMini/master/Doc/Doxygen/html/_page__getting_started.html or the Wiki tab above.
822,C,sod,1534,203,C,https://github.com/symisc/sod,symisc,5,2021-09-06T11:40:01Z,An Embedded Computer Vision & Machine Learning Library (CPU Optimized & IoT Capable)
823,C,crypto-algorithms,1531,631,C,https://github.com/B-Con/crypto-algorithms,B-Con,14,2020-12-28T06:38:19Z,"Basic implementations of standard cryptography algorithms, like AES and SHA-1."
824,C,cpulimit,1531,263,C,https://github.com/opsengine/cpulimit,opsengine,58,2023-03-24T01:06:55Z,CPU usage limiter for Linux
825,C,post-exploitation,1528,370,C,https://github.com/mubix/post-exploitation,mubix,1,2020-05-01T17:31:34Z,Post Exploitation Collection
826,C,snapraid,1524,71,C,https://github.com/amadvance/snapraid,amadvance,0,2023-03-08T20:39:22Z,A backup program for disk arrays. It stores parity information of your data and it recovers from up to six disk failures
827,C,micronucleus,1523,366,C,https://github.com/micronucleus/micronucleus,micronucleus,14,2023-01-01T16:23:41Z,ATTiny usb bootloader with a strong emphasis on bootloader compactness.
828,C,rediSQL,1519,151,C,https://github.com/RedBeardLab/rediSQL,RedBeardLab,12,2021-07-11T11:17:04Z,Redis module that provides a completely functional SQL database
829,C,litehtml,1518,199,C,https://github.com/litehtml/litehtml,litehtml,52,2023-02-25T12:49:07Z,Fast and lightweight HTML/CSS rendering engine
830,C,jailhouse,1518,300,C,https://github.com/siemens/jailhouse,siemens,0,2023-01-22T19:37:46Z,Linux-based partitioning hypervisor
831,C,SimpleVisor,1517,247,C,https://github.com/ionescu007/SimpleVisor,ionescu007,6,2022-07-16T21:44:53Z,"SimpleVisor is a simple, portable, Intel VT-x hypervisor with two specific goals: using the least amount of assembly code (10 lines), and having the smallest amount of VMX-related code to support dynamic hyperjacking and unhyperjacking (that is, virtualizing the host state from within the host). It works on Windows and UEFI."
832,C,st,1517,958,C,https://github.com/LukeSmithxyz/st,LukeSmithxyz,1,2023-03-10T20:22:59Z,Luke's fork of the suckless simple terminal (st) with vim bindings and Xresource compatibility.
833,C,nuklear,1513,101,C,https://github.com/golang-ui/nuklear,golang-ui,29,2022-08-30T12:27:37Z,This project provides Go bindings for nuklear.h — a small ANSI C GUI library.
834,C,vkQuake,1512,194,C,https://github.com/Novum/vkQuake,Novum,17,2023-03-27T00:10:25Z,Vulkan Quake port based on QuakeSpasm
835,C,rmlint,1512,118,C,https://github.com/sahib/rmlint,sahib,76,2023-03-10T08:07:13Z,Extremely fast tool to remove duplicates and other lint from your filesystem
836,C,igraph,1511,374,C,https://github.com/igraph/igraph,igraph,183,2023-03-26T22:45:32Z,Library for the analysis of networks
837,C,vlfeat,1511,620,C,https://github.com/vlfeat/vlfeat,vlfeat,116,2022-08-25T07:57:03Z,An open library of computer vision algorithms
838,C,bottledwater-pg,1510,152,C,https://github.com/confluentinc/bottledwater-pg,confluentinc,47,2022-03-30T23:29:09Z,Change data capture from PostgreSQL into Kafka
839,C,ruby-packer,1509,101,C,https://github.com/pmq20/ruby-packer,pmq20,96,2023-03-17T02:59:18Z,Packing your Ruby application into a single executable.
840,C,bar,1509,190,C,https://github.com/LemonBoy/bar,LemonBoy,17,2022-03-24T12:07:36Z,"A featherweight, lemon-scented, bar based on xcb"
841,C,libucl,1506,146,C,https://github.com/vstakhov/libucl,vstakhov,63,2023-01-28T19:00:35Z,Universal configuration library parser
842,C,freetype-gl,1504,252,C,https://github.com/rougier/freetype-gl,rougier,58,2023-02-23T03:54:16Z,"OpenGL text using one vertex buffer, one texture and FreeType"
843,C,php-spx,1503,66,C,https://github.com/NoiseByNorthwest/php-spx,NoiseByNorthwest,39,2022-10-17T12:06:54Z,A simple & straight-to-the-point PHP profiling extension with its built-in web UI
844,C,bhook,1498,227,C,https://github.com/bytedance/bhook,bytedance,5,2023-01-09T09:01:49Z,":fire: ByteHook is an Android PLT hook library which supports armeabi-v7a, arm64-v8a, x86 and x86_64."
845,C,bypass,1497,194,C,https://github.com/Uncodin/bypass,Uncodin,62,2018-04-04T08:43:28Z,"Skip the HTML, Bypass takes markdown and renders it directly on Android and iOS."
846,C,dwl,1495,207,C,https://github.com/djpohly/dwl,djpohly,21,2023-03-23T00:23:15Z,dwm for Wayland
847,C,OpenDUNE,1494,139,C,https://github.com/OpenDUNE/OpenDUNE,OpenDUNE,21,2022-10-10T10:56:58Z,"DUNE, REINVENTED"
848,C,circle,1493,204,C,https://github.com/rsta2/circle,rsta2,16,2023-03-25T10:29:54Z,A C++ bare metal environment for Raspberry Pi with USB (32 and 64 bit)
849,C,wt,1492,347,C,https://github.com/emweb/wt,emweb,0,2023-03-24T09:42:10Z,"Wt, C++ Web Toolkit"
850,C,SoftEtherVPN_Stable,1492,448,C,https://github.com/SoftEtherVPN/SoftEtherVPN_Stable,SoftEtherVPN,0,2023-03-14T11:59:43Z,"Cross-platform multi-protocol VPN software. This repository is officially managed by Daiyuu Nobori, the founder of the project. Pull requests should be sent to the master repository at https://github.com/SoftEtherVPN/SoftEtherVPN."
851,C,simde,1736,179,C,https://github.com/simd-everywhere/simde,simd-everywhere,115,2023-03-14T02:40:46Z,Implementations of SIMD instruction sets for systems which don't natively support them.
852,C,pulseaudio-modules-bt,1736,89,C,https://github.com/EHfive/pulseaudio-modules-bt,EHfive,11,2020-12-15T16:56:38Z,"[Deprecated, see https://github.com/EHfive/pulseaudio-modules-bt/issues/154] Adds Sony LDAC, aptX, aptX HD, AAC codecs (A2DP Audio) support to PulseAudio on Linux"
853,C,rpmalloc,1733,145,C,https://github.com/mjansson/rpmalloc,mjansson,10,2023-03-24T09:49:30Z,Public domain cross platform lock free thread caching 16-byte aligned memory allocator implemented in C
854,C,PainterEngine,1732,200,C,https://github.com/matrixcascade/PainterEngine,matrixcascade,2,2023-03-15T12:06:48Z,"PainterEngine is a application/game engine with software renderer,PainterEngine can be transplanted to any platform that supports C"
855,C,9cc,1729,147,C,https://github.com/rui314/9cc,rui314,10,2020-11-28T05:05:20Z,A Small C Compiler
856,C,ubertooth,1726,423,C,https://github.com/greatscottgadgets/ubertooth,greatscottgadgets,22,2022-12-15T22:45:56Z,"Software, firmware, and hardware designs for Ubertooth"
857,C,mjs,1725,159,C,https://github.com/cesanta/mjs,cesanta,129,2021-12-15T00:19:05Z,Embedded JavaScript engine for C/C++
858,C,eaphammer,1717,284,C,https://github.com/s0lst1c3/eaphammer,s0lst1c3,39,2022-08-15T18:31:54Z,Targeted evil twin attacks against WPA2-Enterprise networks. Indirect wireless pivots using hostile portal attacks.
859,C,strace,1715,359,C,https://github.com/strace/strace,strace,80,2023-03-20T15:43:11Z,"strace is a diagnostic, debugging and instructional userspace utility for Linux"
860,C,facil.io,1715,114,C,https://github.com/boazsegev/facil.io,boazsegev,19,2023-03-10T13:03:53Z,Your high performance web application C framework
861,C,GodMode9,1714,168,C,https://github.com/d0k3/GodMode9,d0k3,17,2023-03-26T19:55:10Z,GodMode9 Explorer - A full access file browser for the Nintendo 3DS console :godmode:
862,C,opus,1708,510,C,https://github.com/xiph/opus,xiph,70,2023-03-22T12:56:23Z,Modern audio compression for the internet.
863,C,minisign,1707,106,C,https://github.com/jedisct1/minisign,jedisct1,4,2023-01-17T10:48:21Z,A dead simple tool to sign files and verify digital signatures.
864,C,pianobar,1706,329,C,https://github.com/PromyLOPh/pianobar,PromyLOPh,43,2022-11-29T18:16:31Z,Console-based pandora.com player
865,C,EDRs,1706,308,C,https://github.com/Mr-Un1k0d3r/EDRs,Mr-Un1k0d3r,3,2023-02-21T16:19:38Z,
866,C,xdp-tutorial,1705,451,C,https://github.com/xdp-project/xdp-tutorial,xdp-project,122,2023-03-03T17:28:34Z,XDP tutorial
867,C,miniz,1705,269,C,https://github.com/richgel999/miniz,richgel999,80,2023-02-14T06:19:05Z,"miniz: Single C source file zlib-replacement library, originally from code.google.com/p/miniz"
868,C,cstore_fdw,1705,174,C,https://github.com/citusdata/cstore_fdw,citusdata,62,2021-03-08T08:37:44Z,Columnar storage extension for Postgres built as a foreign data wrapper. Check out https://github.com/citusdata/citus for a modernized columnar storage implementation built as a table access method.
869,C,sensible-side-buttons,1704,121,C,https://github.com/archagon/sensible-side-buttons,archagon,38,2021-07-02T19:03:27Z,A macOS menu bar app that enables system-wide navigation functionality for the side buttons on third-party mice.
870,C,yjPlay,1704,326,C,https://github.com/yangchaojiang/yjPlay,yangchaojiang,45,2020-08-24T04:29:43Z,"一个支持自定义UI布局,流式API, 加密,直播  ,亮度,音量,快进等手势 ,广告视频预览,多种加载模式 ,多种分辨率切换 ,多种封面图, 自定义数据源,列表播放,倍数播放,边播变缓存<font color=""red"">不是使用AndroidVideoCache</font>,离线播放,神奇的播放器  "
871,C,lzfse,1703,180,C,https://github.com/lzfse/lzfse,lzfse,21,2022-09-05T14:32:12Z,LZFSE compression library and command line tool
872,C,secp256k1,1703,924,C,https://github.com/bitcoin-core/secp256k1,bitcoin-core,89,2023-03-26T19:08:26Z,Optimized C library for EC operations on curve secp256k1
873,C,ddcctl,1702,149,C,https://github.com/kfix/ddcctl,kfix,30,2022-11-29T07:39:32Z,DDC monitor controls (brightness) for Mac OSX command line
874,C,esp8266-wiki,1701,300,C,https://github.com/esp8266/esp8266-wiki,esp8266,55,2018-01-15T14:04:36Z,
875,C,libsoundio,1699,214,C,https://github.com/andrewrk/libsoundio,andrewrk,86,2023-02-20T03:32:07Z,C library for cross-platform real-time audio input and output
876,C,dperf,1696,228,C,https://github.com/baidu/dperf,baidu,1,2023-03-10T07:39:07Z,dperf is a DPDK based 100Gbps network performance and load testing software.
877,C,bfgminer,1695,804,C,https://github.com/luke-jr/bfgminer,luke-jr,264,2022-07-10T02:07:23Z,"Modular ASIC/FPGA miner written in C, featuring overclocking, monitoring, fan speed control and remote interface capabilities."
878,C,AndroidUSBCamera,1692,589,C,https://github.com/jiangdongguo/AndroidUSBCamera,jiangdongguo,320,2023-02-15T13:10:41Z,"🔥🔥🔥Flexible and useful UVC camera engine on Android platform, supporting multi-road cameras!"
879,C,LoRaMac-node,1684,1043,C,https://github.com/Lora-net/LoRaMac-node,Lora-net,17,2023-03-24T13:42:14Z,Reference implementation and documentation of a LoRa network node.
880,C,CoreFreq,1684,116,C,https://github.com/cyring/CoreFreq,cyring,0,2023-03-26T10:55:10Z,CoreFreq is a CPU monitoring software designed for the 64-bits Processors.
881,C,themis,1679,137,C,https://github.com/cossacklabs/themis,cossacklabs,18,2023-03-14T13:13:11Z,Easy to use cryptographic framework for data protection: secure messaging with forward secrecy and secure data storage. Has unified APIs across 14 platforms.
882,C,phptrace,1678,405,C,https://github.com/Qihoo360/phptrace,Qihoo360,27,2018-11-28T15:12:11Z,A tracing and troubleshooting tool for PHP scripts.
883,C,tinc,1677,270,C,https://github.com/gsliepen/tinc,gsliepen,80,2022-07-08T02:10:07Z,a VPN daemon
884,C,NyuziProcessor,1675,310,C,https://github.com/jbush001/NyuziProcessor,jbush001,89,2022-09-11T06:19:15Z,GPGPU microprocessor architecture
885,C,herebedragons,1673,75,C,https://github.com/kosua20/herebedragons,kosua20,6,2021-06-06T14:58:03Z,"A basic 3D scene implemented with various engines, frameworks or APIs."
886,C,strongswan,1671,672,C,https://github.com/strongswan/strongswan,strongswan,36,2023-03-27T10:11:32Z,strongSwan - IPsec-based VPN
887,C,ompi,1669,759,C,https://github.com/open-mpi/ompi,open-mpi,603,2023-03-27T07:09:49Z,Open MPI main development repository
888,C,android-gpuimage-plus,1669,458,C,https://github.com/wysaid/android-gpuimage-plus,wysaid,308,2023-03-03T00:40:44Z,Android Image & Camera Filters Based on OpenGL. 
889,C,libphenom,1667,371,C,https://github.com/facebookarchive/libphenom,facebookarchive,6,2019-03-08T18:48:08Z,An eventing framework for building high performance and high scalability systems in C.
890,C,EasyFlash,1667,690,C,https://github.com/armink/EasyFlash,armink,40,2022-12-14T01:01:54Z,Lightweight IoT device information storage solution: KV/IAP/LOG. | 轻量级物联网设备信息存储方案：参数存储、在线升级及日志存储 ，全新一代版本请移步至 https://github.com/armink/FlashDB
891,C,Open-Golf,1662,67,C,https://github.com/mgerdes/Open-Golf,mgerdes,14,2022-07-21T22:26:46Z,A cross-platform minigolf game written in C.
892,C,CrossC2,1660,298,C,https://github.com/gloxec/CrossC2,gloxec,15,2023-03-14T15:11:00Z,generate CobaltStrike's cross-platform payload
893,C,mac-dictionary-kit,1659,178,C,https://github.com/jjgod/mac-dictionary-kit,jjgod,0,2022-11-02T02:25:48Z,Dictionary conversion tool for Mac OS X 10.5 and above
894,C,cups,1659,447,C,https://github.com/apple/cups,apple,85,2022-12-02T12:00:40Z,Apple CUPS Sources
895,C,riscv-isa-sim,1658,619,C,https://github.com/riscv-software-src/riscv-isa-sim,riscv-software-src,178,2023-03-26T04:45:33Z,"Spike, a RISC-V ISA Simulator"
896,C,Swift,1657,441,C,https://github.com/iOS-Swift-Developers/Swift,iOS-Swift-Developers,9,2022-06-09T18:48:13Z,"🥇Swift基础知识大全,🚀Swift学习从简单到复杂,不断地完善与更新, 欢迎Star❤️,欢迎Fork, iOS开发者交流:①群:446310206 ②群:426087546"
897,C,libwebp,1652,433,C,https://github.com/webmproject/libwebp,webmproject,0,2023-01-16T14:19:51Z,Mirror only. Please do not send pull requests.
898,C,owntone-server,1652,211,C,https://github.com/owntone/owntone-server,owntone,109,2023-03-26T15:14:13Z,"Linux/FreeBSD DAAP (iTunes) and MPD media server with support for AirPlay 1 and 2 speakers (multiroom), Apple Remote (and compatibles), Chromecast, Spotify and internet radio."
899,C,SQLiteCpp,1650,451,C,https://github.com/SRombauts/SQLiteCpp,SRombauts,42,2023-03-07T08:59:11Z,SQLiteC++ (SQLiteCpp) is a smart and easy to use C++ SQLite3 wrapper.
900,C,rpi_ws281x,1644,596,C,https://github.com/jgarff/rpi_ws281x,jgarff,81,2023-03-11T06:41:22Z,Userspace Raspberry Pi PWM library for WS281X LEDs
901,C,ssh-mitm,1504,211,C,https://github.com/jtesta/ssh-mitm,jtesta,13,2021-07-02T02:17:26Z,SSH man-in-the-middle tool
902,C,php-spx,1503,66,C,https://github.com/NoiseByNorthwest/php-spx,NoiseByNorthwest,39,2022-10-17T12:06:54Z,A simple & straight-to-the-point PHP profiling extension with its built-in web UI
903,C,yank,1503,45,C,https://github.com/mptre/yank,mptre,3,2022-10-02T16:06:42Z,Yank terminal output to clipboard
904,C,HashCheck,1501,180,C,https://github.com/gurnec/HashCheck,gurnec,54,2021-12-30T10:57:21Z,"HashCheck Shell Extension for Windows with added SHA2, SHA3, and multithreading; originally from code.kliu.org"
905,C,zmk,1499,1582,C,https://github.com/zmkfirmware/zmk,zmkfirmware,219,2023-03-27T06:24:35Z,ZMK Firmware Repository
906,C,bhook,1498,227,C,https://github.com/bytedance/bhook,bytedance,5,2023-01-09T09:01:49Z,":fire: ByteHook is an Android PLT hook library which supports armeabi-v7a, arm64-v8a, x86 and x86_64."
907,C,bypass,1497,194,C,https://github.com/Uncodin/bypass,Uncodin,62,2018-04-04T08:43:28Z,"Skip the HTML, Bypass takes markdown and renders it directly on Android and iOS."
908,C,OpenDUNE,1494,139,C,https://github.com/OpenDUNE/OpenDUNE,OpenDUNE,21,2022-10-10T10:56:58Z,"DUNE, REINVENTED"
909,C,wt,1492,347,C,https://github.com/emweb/wt,emweb,0,2023-03-24T09:42:10Z,"Wt, C++ Web Toolkit"
910,C,SoftEtherVPN_Stable,1492,448,C,https://github.com/SoftEtherVPN/SoftEtherVPN_Stable,SoftEtherVPN,0,2023-03-14T11:59:43Z,"Cross-platform multi-protocol VPN software. This repository is officially managed by Daiyuu Nobori, the founder of the project. Pull requests should be sent to the master repository at https://github.com/SoftEtherVPN/SoftEtherVPN."
911,C,simh,1492,295,C,https://github.com/simh/simh,simh,104,2023-03-22T01:14:44Z,The Computer History Simulation Project 
912,C,smartos-live,1491,248,C,https://github.com/TritonDataCenter/smartos-live,TritonDataCenter,361,2023-03-23T00:01:37Z,"For more information, please see http://smartos.org/  For any questions that aren't answered there, please join the SmartOS discussion list: https://smartos.topicbox.com/groups/smartos-discuss"
913,C,blis,1491,314,C,https://github.com/flame/blis,flame,57,2023-03-25T18:39:45Z,BLAS-like Library Instantiation Software Framework
914,C,lovr,1488,121,C,https://github.com/bjornbytes/lovr,bjornbytes,30,2023-03-25T17:44:03Z,Lua Virtual Reality Framework
915,C,reaver-wps-fork-t6x,1488,405,C,https://github.com/t6x/reaver-wps-fork-t6x,t6x,22,2022-10-03T06:09:41Z,
916,C,FidelityFX-FSR2,1488,133,C,https://github.com/GPUOpen-Effects/FidelityFX-FSR2,GPUOpen-Effects,65,2023-03-03T08:55:25Z,FidelityFX Super Resolution 2
917,C,iPlug2,1488,248,C,https://github.com/iPlug2/iPlug2,iPlug2,106,2023-03-26T17:35:45Z,"C++ Audio Plug-in Framework for desktop, mobile and web"
918,C,word2vec,1486,614,C,https://github.com/dav/word2vec,dav,18,2021-05-10T21:53:01Z,This tool provides an efficient implementation of the continuous bag-of-words and skip-gram architectures for computing vector representations of words. These representations can be subsequently used in many natural language processing applications and for further research. 
919,C,Open-PS2-Loader,1478,199,C,https://github.com/ps2homebrew/Open-PS2-Loader,ps2homebrew,233,2023-03-25T04:12:04Z,Game and app loader for Sony PlayStation 2
920,C,esp-open-rtos,1477,494,C,https://github.com/SuperHouse/esp-open-rtos,SuperHouse,187,2021-05-05T07:51:19Z,Open source FreeRTOS-based ESP8266 software framework
921,C,pygit2,1477,368,C,https://github.com/libgit2/pygit2,libgit2,150,2023-03-26T09:44:54Z,Python bindings for libgit2
922,C,elk,1477,68,C,https://github.com/cesanta/elk,cesanta,1,2022-07-31T08:20:29Z,A low footprint JavaScript engine for embedded systems
923,C,far2l,1477,153,C,https://github.com/elfmz/far2l,elfmz,243,2023-03-26T14:31:32Z,Linux port of FAR v2
924,C,injection,1476,359,C,https://github.com/odzhan/injection,odzhan,0,2023-02-02T07:47:32Z,Windows process injection methods
925,C,smarchWatch_Public,1474,191,C,https://github.com/S-March/smarchWatch_Public,S-March,14,2019-07-09T18:01:20Z,
926,C,soloud,1474,223,C,https://github.com/jarikomppa/soloud,jarikomppa,80,2022-07-26T04:02:29Z,"Free, easy, portable audio engine for games"
927,C,TCP-IP-NetworkNote,1472,279,C,https://github.com/riba2534/TCP-IP-NetworkNote,riba2534,5,2022-08-02T12:47:49Z,📘《TCP/IP网络编程》(韩-尹圣雨)学习笔记
928,C,QNNPACK,1469,226,C,https://github.com/pytorch/QNNPACK,pytorch,7,2019-08-28T20:40:59Z,Quantized Neural Network PACKage - mobile-optimized implementation of quantized neural network operators
929,C,bundler_sfm,1469,486,C,https://github.com/snavely/bundler_sfm,snavely,33,2019-05-13T15:27:18Z,Bundler Structure from Motion Toolkit
930,C,pokeemerald,1467,1205,C,https://github.com/pret/pokeemerald,pret,13,2023-03-24T14:22:27Z,Decompilation of Pokémon Emerald
931,C,zrythm,1466,53,C,https://github.com/zrythm/zrythm,zrythm,0,2023-03-27T11:58:04Z,a highly automated and intuitive digital audio workstation - official mirror
932,C,LiME,1465,308,C,https://github.com/504ensicsLabs/LiME,504ensicsLabs,22,2022-12-09T21:58:13Z,"LiME (formerly DMD) is a Loadable Kernel Module (LKM), which allows the acquisition of volatile memory from Linux and Linux-based devices, such as those powered by Android. The tool supports acquiring memory either to the file system of the device or over the network. LiME is unique in that it is the first tool that allows full memory captures from Android devices. It also minimizes its interaction between user and kernel space processes during acquisition, which allows it to produce memory captures that are more forensically sound than those of other tools designed for Linux memory acquisition."
933,C,Watchy,1465,265,C,https://github.com/sqfmi/Watchy,sqfmi,43,2023-02-14T19:35:40Z,Watchy - An Open Source E-Ink Smartwatch
934,C,PEzor,1464,289,C,https://github.com/phra/PEzor,phra,15,2023-01-05T03:46:17Z,Open-Source Shellcode & PE Packer
935,C,STAR,1463,425,C,https://github.com/alexdobin/STAR,alexdobin,586,2023-03-01T18:04:38Z,RNA-seq aligner
936,C,Hypervisor-From-Scratch,1460,237,C,https://github.com/SinaKarvandi/Hypervisor-From-Scratch,SinaKarvandi,1,2022-09-15T02:44:05Z,Source code of a multiple series of tutorials about the hypervisor. Available at: https://rayanfam.com/tutorials
937,C,blinker-esp-idf,1460,15,C,https://github.com/blinker-iot/blinker-esp-idf,blinker-iot,0,2022-12-11T05:47:18Z,"An IoT Solution,Blinker library for embedded hardware. Works with ESP8266, ESP32 (idf)"
938,C,yajl-ruby,1459,167,C,https://github.com/brianmario/yajl-ruby,brianmario,52,2022-12-29T12:40:16Z,A streaming JSON parsing and encoding library for Ruby (C bindings to yajl)
939,C,LuaBridge,1459,327,C,https://github.com/vinniefalco/LuaBridge,vinniefalco,45,2023-03-04T16:03:19Z,"A lightweight, dependency-free library for binding Lua to C++"
940,C,boringssl,1457,658,C,https://github.com/google/boringssl,google,0,2023-03-24T02:26:42Z,Mirror of BoringSSL
941,C,ShadowVPN,1455,1115,C,https://github.com/clowwindy/ShadowVPN,clowwindy,45,2020-07-23T04:48:28Z,Removed according to regulations.
942,C,preeny,1454,172,C,https://github.com/zardus/preeny,zardus,19,2021-07-03T21:41:44Z,Some helpful preload libraries for pwning stuff.
943,C,sigar,1451,492,C,https://github.com/hyperic/sigar,hyperic,79,2021-03-12T09:08:32Z,System Information Gatherer And Reporter
944,C,pjproject,1451,613,C,https://github.com/pjsip/pjproject,pjsip,94,2023-03-27T11:48:43Z,PJSIP project
945,C,tinyhttpd,1451,547,C,https://github.com/cbsheng/tinyhttpd,cbsheng,4,2018-07-08T04:54:07Z,tinyhttpd的详细注释版，十分适合入门者学习的一个项目
946,C,pslab-bootloader,1450,8,C,https://github.com/fossasia/pslab-bootloader,fossasia,0,2022-08-17T08:28:30Z,PSLab Bootloader https://pslab.io
947,C,rlua,1448,104,C,https://github.com/amethyst/rlua,amethyst,28,2022-08-27T20:38:21Z,High level Lua bindings to Rust
948,C,graftcp,1448,118,C,https://github.com/hmgle/graftcp,hmgle,13,2023-03-03T15:45:40Z,A flexible tool for redirecting a given program's TCP traffic to SOCKS5 or HTTP proxy.
949,C,iphone-private-frameworks,1447,623,C,https://github.com/kennytm/iphone-private-frameworks,kennytm,8,2017-03-31T09:56:48Z,Headers for private frameworks or undocumented interfaces of iPhoneOS 3.x or before (4.x is not supported yet).
950,C,nlopt,1446,452,C,https://github.com/stevengj/nlopt,stevengj,96,2023-02-28T01:30:38Z,"library for nonlinear optimization, wrapping many algorithms for global and local, constrained or unconstrained, optimization"
951,C,android-app,1290,203,C,https://github.com/ProtonVPN/android-app,ProtonVPN,44,2023-03-09T09:40:53Z,Official ProtonVPN Android app
952,C,MOTHBALLED-graphviz,1290,257,C,https://github.com/ellson/MOTHBALLED-graphviz,ellson,904,2018-09-08T06:03:15Z,Moved to https://gitlab.com/graphviz/graphviz
953,C,swift-crypto,1290,127,C,https://github.com/apple/swift-crypto,apple,11,2023-03-25T07:31:15Z,Open-source implementation of a substantial portion of the API of Apple CryptoKit suitable for use on Linux platforms.
954,C,scanmem,1289,174,C,https://github.com/scanmem/scanmem,scanmem,41,2023-02-18T09:56:28Z,memory scanner for Linux
955,C,PiFmRds,1286,323,C,https://github.com/ChristopheJacquet/PiFmRds,ChristopheJacquet,69,2022-03-01T08:09:12Z,FM-RDS transmitter using the Raspberry Pi's PWM
956,C,optee_os,1286,912,C,https://github.com/OP-TEE/optee_os,OP-TEE,51,2023-03-27T11:03:45Z,Trusted side of the TEE
957,C,unikraft,1279,1063,C,https://github.com/unikraft/unikraft,unikraft,153,2023-03-27T10:30:12Z,Unikraft is an automated system for building specialized OSes known as unikernels. Unikraft can be configured to be POSIX-compliant. (Core repository)
958,C,Raphters,1278,119,C,https://github.com/danielwaterworth/Raphters,danielwaterworth,5,2012-02-04T15:52:02Z,[DEPRECATED] A web framework for C.
959,C,glib,1278,494,C,https://github.com/GNOME/glib,GNOME,0,2023-03-26T19:14:40Z,Read-only mirror of https://gitlab.gnome.org/GNOME/glib
960,C,pam-duress,1277,35,C,https://github.com/nuvious/pam-duress,nuvious,8,2023-02-10T04:36:46Z,"A Pluggable Authentication Module (PAM) which allows the establishment of alternate passwords that can be used to perform actions to clear sensitive data, notify IT/Security staff, close off sensitive network connections, etc if a user is coerced into giving a threat actor a password."
961,C,dropbear,1276,346,C,https://github.com/mkj/dropbear,mkj,22,2023-03-13T15:13:46Z,Dropbear SSH
962,C,minilisp,1276,168,C,https://github.com/rui314/minilisp,rui314,3,2022-04-26T15:54:14Z,A readable lisp in less than 1k lines of C
963,C,curb,1275,229,C,https://github.com/taf2/curb,taf2,23,2023-01-04T18:34:05Z,Ruby bindings for libcurl
964,C,doslinux,1272,42,C,https://github.com/haileys/doslinux,haileys,15,2022-07-14T04:33:32Z,Run Linux programs on DOS
965,C,lsh,1271,325,C,https://github.com/brenns10/lsh,brenns10,2,2022-08-02T06:53:23Z,Simple shell implementation.  Tutorial here ->
966,C,facetimehd,1271,144,C,https://github.com/patjak/facetimehd,patjak,77,2022-07-21T16:50:11Z,Reverse engineered Linux driver for the FacetimeHD (Broadcom 1570) PCIe webcam
967,C,inspektor-gadget,1268,102,C,https://github.com/inspektor-gadget/inspektor-gadget,inspektor-gadget,144,2023-03-27T07:50:53Z,"Introspecting and debugging Kubernetes applications using eBPF ""gadgets"""
968,C,Bumblebee,1266,149,C,https://github.com/Bumblebee-Project/Bumblebee,Bumblebee-Project,212,2022-06-11T11:49:03Z,Bumblebee daemon and client rewritten in C
969,C,Pux,1265,82,C,https://github.com/c9s/Pux,c9s,23,2023-03-01T18:22:08Z,Pux is a fast PHP Router and includes out-of-box controller tools
970,C,bwa,1265,529,C,https://github.com/lh3/bwa,lh3,167,2023-01-27T19:44:49Z,Burrow-Wheeler Aligner for short-read alignment (see minimap2 for long-read alignment)
971,C,KiTTY,1265,109,C,https://github.com/cyd01/KiTTY,cyd01,139,2023-03-27T04:26:20Z,":computer: KiTTY, a free telnet/ssh client for Windows"
972,C,portal64,1264,14,C,https://github.com/lambertjamesd/portal64,lambertjamesd,28,2023-03-27T03:38:14Z,A demake of Portal for the Nintendo 64
973,C,pmdk,1260,500,C,https://github.com/pmem/pmdk,pmem,95,2023-03-27T11:03:56Z,Persistent Memory Development Kit
974,C,core,1257,128,C,https://github.com/metacall/core,metacall,44,2023-03-27T03:49:56Z,MetaCall: The ultimate polyglot programming experience.
