rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
237,Java,storm,8881,1694,Java,https://github.com/nathanmarz/storm,nathanmarz,0,2017-08-16T04:24:20Z,"Distributed and fault-tolerant realtime computation: stream processing, continuous computation, distributed RPC, and more"
238,Java,AndroidImageSlider,5643,1687,Java,https://github.com/daimajia/AndroidImageSlider,daimajia,291,2020-10-01T16:41:17Z,An amazing and convenient Android image slider.
239,Java,api-gateway-demo-sign-java,366,1683,Java,https://github.com/aliyun/api-gateway-demo-sign-java,aliyun,6,2022-06-17T01:45:48Z,aliyun api gateway request signature demo by java
240,Java,azure-sdk-for-java,1814,1685,Java,https://github.com/Azure/azure-sdk-for-java,Azure,1356,2023-03-27T11:59:35Z,This repository is for active development of the Azure SDK for Java. For consumers of the SDK we recommend visiting our public developer docs at https://docs.microsoft.com/java/azure/ or our versioned developer docs at https://azure.github.io/azure-sdk-for-java. 
241,Java,nanohttpd,6564,1684,Java,https://github.com/NanoHttpd/nanohttpd,NanoHttpd,152,2023-02-06T19:22:37Z,"Tiny, easily embeddable HTTP server in Java."
242,Java,stickers,2505,1682,Java,https://github.com/WhatsApp/stickers,WhatsApp,38,2022-12-13T14:36:19Z,This repository contains the iOS and Android sample apps and API for creating third party sticker packs for WhatsApp.
243,Java,carts,39,1708,Java,https://github.com/microservices-demo/carts,microservices-demo,3,2023-03-26T14:48:02Z,Carts service for microservices-demo application
244,Java,java-onboarding,112,1665,Java,https://github.com/woowacourse-precourse/java-onboarding,woowacourse-precourse,0,2023-03-17T18:07:31Z,온보딩 미션을 진행하는 저장소
245,Java,javaee7-samples,2510,1666,Java,https://github.com/javaee-samples/javaee7-samples,javaee-samples,92,2022-09-01T22:46:28Z,Java EE 7 Samples
246,Java,liquibase,3772,1664,Java,https://github.com/liquibase/liquibase,liquibase,471,2023-03-27T12:02:43Z,Main Liquibase Source
247,Java,PreCourse-1,15,1670,Java,https://github.com/super30admin/PreCourse-1,super30admin,0,2023-03-26T19:19:19Z,
248,Java,im-server,7048,1649,Java,https://github.com/wildfirechat/im-server,wildfirechat,4,2023-03-24T07:58:33Z,即时通讯(IM)系统
249,Java,SimplifyReader,4575,1644,Java,https://github.com/chentao0707/SimplifyReader,chentao0707,40,2021-09-17T06:40:26Z,一款基于Google Material Design设计开发的Android客户端，包括新闻简读，图片浏览，视频爽看 ，音乐轻听以及二维码扫描五个子模块。项目采取的是MVP架构开发，由于还是摸索阶段，可能不是很规范。但基本上应该是这么个套路，至少我个人认为是这样的~恩，就是这样的！
250,Java,hellocharts-android,7370,1636,Java,https://github.com/lecho/hellocharts-android,lecho,281,2021-06-01T03:12:09Z,"Charts library for Android compatible with API 8+, several chart types with scaling, scrolling and animations 📊"
251,Java,coursera-android-labs,351,1575,Java,https://github.com/aporter/coursera-android-labs,aporter,9,2019-02-18T08:34:56Z,Skeletons and Tests - Programming Mobile Applications for Android Handheld Systems
252,Java,microservices-platform,4000,1573,Java,https://github.com/zlt2000/microservices-platform,zlt2000,2,2023-03-12T08:05:15Z,基于SpringBoot2.x、SpringCloud和SpringCloudAlibaba并采用前后端分离的企业级微服务多租户系统架构。并引入组件化的思想实现高内聚低耦合，项目代码简洁注释丰富上手容易，适合学习和企业中使用。真正实现了基于RBAC、jwt和oauth2的无状态统一权限认证的解决方案，面向互联网设计同时适合B端和C端用户，支持CI/CD多环境部署，并提供应用管理方便第三方系统接入；同时还集合各种微服务治理功能和监控功能。模块包括:企业级的认证系统、开发平台、应用监控、慢sql监控、统一日志、单点登录、Redis分布式高速缓存、配置中心、分布式任务调度、接口文档、代码生成等等。
253,Java,spring-cloud-microservice-example,19,1569,Java,https://github.com/geoand/spring-cloud-microservice-example,geoand,0,2015-07-14T13:14:13Z,An example project that demonstrates an end-to-end cloud-native platform using Spring Cloud for building a practical microservices architecture.
254,Java,NineOldAndroids,4511,1570,Java,https://github.com/JakeWharton/NineOldAndroids,JakeWharton,30,2016-04-23T04:31:21Z,[DEPRECATED] Android library for using the Honeycomb animation API on all versions of the platform back to 1.0!
255,Java,ambari,1869,1567,Java,https://github.com/apache/ambari,apache,0,2023-03-25T16:02:46Z,"Apache Ambari simplifies provisioning, managing, and monitoring of Apache Hadoop clusters."
256,Java,Design-1,5,1603,Java,https://github.com/super30admin/Design-1,super30admin,0,2023-03-27T04:58:02Z,
257,Java,BottomBar,8434,1561,Java,https://github.com/roughike/BottomBar,roughike,262,2021-09-16T11:19:06Z,(Deprecated) A custom view component that mimics the new Material Design Bottom Navigation pattern.
258,Java,lamp-cloud,4823,1560,Java,https://github.com/dromara/lamp-cloud,dromara,4,2023-02-27T00:33:40Z,lamp-cloud 基于Jdk11 + SpringCloud + SpringBoot 开发的微服务中后台快速开发平台，专注于多租户(SaaS架构)解决方案，亦可作为普通项目（非SaaS架构）的基础开发框架使用，目前已实现插拔式数据库隔离、SCHEMA隔离、字段隔离 等租户隔离方案。
259,Java,azkaban,4231,1560,Java,https://github.com/azkaban/azkaban,azkaban,678,2023-03-24T22:05:52Z,Azkaban workflow manager.
260,Java,algorithm-base,10361,1555,Java,https://github.com/chefyuan/algorithm-base,chefyuan,20,2022-05-19T13:52:58Z,一位酷爱做饭的程序员，立志用动画将算法说的通俗易懂。我的面试网站 www.chengxuchu.com
261,Java,android-Camera2Basic,2840,1554,Java,https://github.com/googlearchive/android-Camera2Basic,googlearchive,0,2019-09-19T17:41:01Z,Migrated:
262,Java,transmittable-thread-local,6224,1549,Java,https://github.com/alibaba/transmittable-thread-local,alibaba,19,2023-03-27T03:49:07Z,"📌 TransmittableThreadLocal (TTL), the missing Java™ std lib(simple & 0-dependency) for framework/middleware, provide an enhanced InheritableThreadLocal that transmits values between threads even using thread pooling components."
263,Java,gephi,5247,1544,Java,https://github.com/gephi/gephi,gephi,419,2023-03-25T21:03:14Z,Gephi - The Open Graph Viz Platform
264,Java,StickyListHeaders,5527,1544,Java,https://github.com/emilsjolander/StickyListHeaders,emilsjolander,147,2021-05-21T09:48:05Z,An android library for section headers that stick to the top
265,Java,springfox,5788,1539,Java,https://github.com/springfox/springfox,springfox,242,2023-03-07T03:23:04Z,Automated JSON API documentation for API's built with Spring
266,Java,QtScrcpy,9086,1531,Java,https://github.com/barry-ran/QtScrcpy,barry-ran,321,2023-03-20T04:07:27Z,Android real-time display control software
267,Java,kylin,3458,1527,Java,https://github.com/apache/kylin,apache,0,2023-03-24T10:46:22Z,Apache Kylin
268,Java,Side-Menu.Android,5212,1526,Java,https://github.com/Yalantis/Side-Menu.Android,Yalantis,17,2020-08-08T20:17:09Z,Side menu with some categories to choose.
269,Java,Jenkins_Upgradev3,41,1535,Java,https://github.com/anshulc55/Jenkins_Upgradev3,anshulc55,1,2023-03-01T21:02:41Z,
270,Java,Jetpack-MVVM-Best-Practice,8228,1522,Java,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice,KunMinX,2,2023-03-13T22:00:15Z,"难得一见 Jetpack MVVM 最佳实践！在 ""以简驭繁"" 代码中，对 ""视图控制器"" 乃至 ""标准化开发模式"" 形成正确、深入理解！"
271,Java,TakePhoto,7220,1520,Java,https://github.com/crazycodeboy/TakePhoto,crazycodeboy,424,2019-08-26T09:42:27Z,一款用于在Android设备上获取照片（拍照或从相册、文件中选择）、裁剪图片、压缩图片的开源工具库
272,Java,web3j,4566,1517,Java,https://github.com/web3j/web3j,web3j,105,2023-03-24T14:30:08Z,Lightweight Java and Android library for integration with Ethereum clients
273,Java,XposedInstaller,3691,1516,Java,https://github.com/rovo89/XposedInstaller,rovo89,95,2021-10-09T20:20:58Z,
274,Java,VirtualAPK,8823,1516,Java,https://github.com/didi/VirtualAPK,didi,111,2022-05-27T02:53:02Z,A powerful and lightweight plugin framework for Android
275,Java,iceberg,4056,1516,Java,https://github.com/apache/iceberg,apache,844,2023-03-27T10:09:05Z,Apache Iceberg
276,Java,javacv,6512,1505,Java,https://github.com/bytedeco/javacv,bytedeco,320,2023-03-03T11:52:59Z,"Java interface to OpenCV, FFmpeg, and more"
277,Java,vjtools,7436,1506,Java,https://github.com/vipshop/vjtools,vipshop,34,2022-11-22T08:49:11Z,"The vip.com's java coding standard, libraries and tools"
278,Java,Design-2,1,1538,Java,https://github.com/super30admin/Design-2,super30admin,0,2023-03-22T02:30:45Z,
279,Java,MaterialViewPager,8188,1502,Java,https://github.com/florent37/MaterialViewPager,florent37,180,2018-10-12T01:11:20Z,A Material Design ViewPager easy to use library
280,Java,logging-log4j2,3039,1502,Java,https://github.com/apache/logging-log4j2,apache,29,2023-03-27T11:14:22Z,"Apache Log4j 2 is a versatile, feature-rich, efficient logging API and backend for Java."
281,Java,spider-flow,7798,1500,Java,https://github.com/ssssssss-team/spider-flow,ssssssss-team,7,2023-03-18T04:07:04Z,新一代爬虫平台，以图形化方式定义爬虫流程，不写代码即可完成爬虫。
282,Java,bilibili-android-client,4468,1498,Java,https://github.com/HotBitmapGG/bilibili-android-client,HotBitmapGG,8,2021-03-17T10:25:18Z,An unofficial bilibili client for android  http://www.jianshu.com/p/f69a55b94c05   -- 该项目已停止维护！
283,Java,Spring-Boot-In-Action,4530,1498,Java,https://github.com/hansonwang99/Spring-Boot-In-Action,hansonwang99,7,2022-12-16T04:38:12Z,Spring Boot 系列实战合集
284,Java,91porn,961,1491,Java,https://github.com/zhaoxianjin/91porn,zhaoxianjin,0,2018-07-15T13:46:30Z,91Porn Android 客户端，突破游客每天观看10次视频的限制，还可以下载视频
285,Java,uid-generator,5003,1487,Java,https://github.com/baidu/uid-generator,baidu,22,2023-02-02T06:25:15Z,UniqueID generator
286,Java,m1-t6-jdk,3,1486,Java,https://github.com/PraktikumJava/m1-t6-jdk,PraktikumJava,0,2021-09-23T07:13:17Z,
287,Java,Play-with-Algorithms,3528,1480,Java,https://github.com/liuyubobobo/Play-with-Algorithms,liuyubobobo,0,2021-12-12T18:48:29Z,"Codes of my MOOC Course <Play with Algorithms>, Both in C++ and Java language. Updated contents and practices are also included. 我在慕课网上的课程《算法与数据结构》示例代码，包括C++和Java版本。课程的更多更新内容及辅助练习也将逐步添加进这个代码仓。"
288,Java,AndResGuard,8221,1480,Java,https://github.com/shwenzhang/AndResGuard,shwenzhang,153,2023-03-18T05:05:52Z,proguard resource for Android  by wechat team
289,Java,java-baseball,21,1475,Java,https://github.com/woowacourse-precourse/java-baseball,woowacourse-precourse,0,2023-03-19T09:22:10Z,숫자 야구 게임 미션을 진행하는 저장소
290,Java,LintCode-1,1,1474,Java,https://github.com/terrytong0876/LintCode-1,terrytong0876,0,2015-12-25T02:02:56Z,Java Solutions to problems on LintCode
291,Java,commons-lang,2436,1475,Java,https://github.com/apache/commons-lang,apache,0,2023-03-26T15:15:28Z,Apache Commons Lang
292,Java,easypermissions,9645,1473,Java,https://github.com/googlesamples/easypermissions,googlesamples,25,2023-01-29T15:18:06Z,Simplify Android M system permissions
293,Java,mongo-java-driver,2534,1463,Java,https://github.com/mongodb/mongo-java-driver,mongodb,0,2023-03-23T11:25:11Z,The official Java driver for MongoDB 
294,Java,jeepay,3538,1462,Java,https://github.com/jeequan/jeepay,jeequan,12,2023-03-21T06:13:56Z,Jeepay是一套适合互联网企业使用的开源支付系统，支持多渠道服务商和普通商户模式。已对接微信支付，支付宝，云闪付官方接口，支持聚合码支付。
295,Java,clojure,9918,1457,Java,https://github.com/clojure/clojure,clojure,0,2023-03-08T16:11:40Z,The Clojure programming language
296,Java,jvm-sandbox,5888,1452,Java,https://github.com/alibaba/jvm-sandbox,alibaba,13,2023-01-28T17:39:20Z,Real - time non-invasive AOP framework container based on JVM
297,Java,UltimateRecyclerView,7231,1452,Java,https://github.com/cymcsg/UltimateRecyclerView,cymcsg,183,2020-07-21T09:50:37Z,"A RecyclerView(advanced and flexible version of ListView in Android) with refreshing,loading more,animation and many other features."
298,Java,lanproxy,5233,1441,Java,https://github.com/ffay/lanproxy,ffay,128,2022-10-25T03:19:35Z,lanproxy是一个将局域网个人电脑、服务器代理到公网的内网穿透工具，支持tcp流量转发，可支持任何tcp上层协议（访问内网网站、本地支付接口调试、ssh访问、远程桌面、http代理、https代理、socks5代理...）。技术交流QQ群 736294209
299,Java,SwipeBackLayout,6131,1433,Java,https://github.com/ikew0ng/SwipeBackLayout,ikew0ng,107,2019-09-18T06:44:18Z,An Android library that help you to build app with swipe back gesture.
300,Java,HackerRank_solutions,2584,1428,Java,https://github.com/RodneyShag/HackerRank_solutions,RodneyShag,6,2022-04-20T09:23:12Z,317 efficient solutions to HackerRank problems
301,Java,connectivity-samples,1352,1219,Java,https://github.com/android/connectivity-samples,android,140,2023-03-15T18:18:20Z,Multiple samples showing the best practices in connectivity on Android.
302,Java,m1-t6-decoder,1,1235,Java,https://github.com/PraktikumJava/m1-t6-decoder,PraktikumJava,1,2022-03-28T09:07:21Z,
303,Java,cardslib,4695,1214,Java,https://github.com/gabrielemariotti/cardslib,gabrielemariotti,168,2021-11-18T19:50:33Z,Android Library to build a UI Card
304,Java,samplejavaapp,17,1214,Java,https://github.com/lerndevops/samplejavaapp,lerndevops,0,2023-03-22T09:12:37Z,
305,Java,Android-Boilerplate,1875,1205,Java,https://github.com/hitherejoe/Android-Boilerplate,hitherejoe,6,2020-10-24T03:51:07Z,"Android Boilerplate project using RxJava, Dagger 2, Espresso, Mockito + more!"
306,Java,arcgis-runtime-samples-android,627,1205,Java,https://github.com/Esri/arcgis-runtime-samples-android,Esri,17,2023-01-26T00:29:02Z,ArcGIS Runtime SDK for Android Samples
307,Java,sofa-boot,4676,1202,Java,https://github.com/sofastack/sofa-boot,sofastack,21,2023-03-27T08:03:24Z,"SOFABoot is a framework that enhances Spring Boot and fully compatible with it, provides readiness check, class isolation, etc."
308,Java,openshift3mlbparks,41,1202,Java,https://github.com/gshipley/openshift3mlbparks,gshipley,9,2020-10-20T19:45:10Z,
309,Java,baseAdapter,4695,1198,Java,https://github.com/hongyangAndroid/baseAdapter,hongyangAndroid,108,2021-10-13T10:21:40Z,"Android 万能的Adapter for ListView,RecyclerView,GridView等，支持多种Item类型的情况。"
310,Java,JSqlParser,4245,1199,Java,https://github.com/JSQLParser/JSqlParser,JSQLParser,127,2023-03-27T07:23:44Z,JSqlParser parses an SQL statement and translate it into a hierarchy of Java classes. The generated hierarchy can be navigated using the Visitor Pattern
311,Java,Demos,1782,1196,Java,https://github.com/alidili/Demos,alidili,1,2022-09-05T07:01:51Z,🔥折线图、Retrofit、RxJava、RxLifecycle、DataBinding、MVP、MVVM、自动化测试工具UiAutomator、自定义控件、RecyclerView扩展组件、NDK开发、Design Support Library、蓝牙BLE开发、正则表达式
312,Java,DSpace,722,1194,Java,https://github.com/DSpace/DSpace,DSpace,476,2023-03-27T11:39:08Z,(Official) The DSpace digital asset management system that powers your Institutional Repository
313,Java,tink,13061,1194,Java,https://github.com/google/tink,google,60,2023-03-20T11:42:28Z,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy to use correctly, and hard(er) to misuse."
314,Java,DiskLruCache,5742,1191,Java,https://github.com/JakeWharton/DiskLruCache,JakeWharton,19,2020-03-02T13:54:37Z,Java implementation of a Disk-based LRU cache which specifically targets Android compatibility.
315,Java,resilience4j,8662,1191,Java,https://github.com/resilience4j/resilience4j,resilience4j,132,2023-03-25T15:06:51Z,Resilience4j is a fault tolerance library designed for Java8 and functional programming
316,Java,twitter-feed-oke,12,1190,Java,https://github.com/derekoneil/twitter-feed-oke,derekoneil,1,2022-05-20T20:51:02Z,A version of the twitter-feed service for use with Oracle Cloud Infrastructure Container Engine for Kubernetes 
317,Java,auto,10055,1189,Java,https://github.com/google/auto,google,66,2023-03-24T21:56:59Z,A collection of source code generators for Java.
318,Java,android-app,1179,1188,Java,https://github.com/eoecn/android-app,eoecn,29,2015-10-06T02:34:12Z,eoe的Android客户端源码
319,Java,logback,2657,1187,Java,https://github.com/qos-ch/logback,qos-ch,0,2023-03-23T22:14:11Z,"The reliable, generic, fast and flexible logging framework for Java."
320,Java,richeditor-android,6001,1184,Java,https://github.com/wasabeef/richeditor-android,wasabeef,209,2023-03-26T17:02:41Z,RichEditor for Android is a beautiful Rich Text WYSIWYG Editor for Android.
321,Java,android-stickyheaderswipelistview,38,1178,Java,https://github.com/mbarrben/android-stickyheaderswipelistview,mbarrben,0,2013-02-28T12:23:05Z,An Android List View implementation with support for drawable cells and many other swipe related features
322,Java,spring-boot-cloud,2072,1177,Java,https://github.com/zhangxd1989/spring-boot-cloud,zhangxd1989,19,2019-09-09T16:21:30Z,基于 Spring Boot、Spring Cloud、Spring Oauth2 和 Spring Cloud Netflix 等框架构建的微服务项目
323,Java,maven-samples,24,1184,Java,https://github.com/gabrielf/maven-samples,gabrielf,0,2022-10-03T08:10:35Z,A simple Maven project intended as an example for use in a presentation about Maven.
324,Java,BoomMenu,5774,1176,Java,https://github.com/Nightonke/BoomMenu,Nightonke,114,2023-03-12T07:41:43Z,A menu which can ... BOOM! - Android
325,Java,Shadow,6876,1175,Java,https://github.com/Tencent/Shadow,Tencent,240,2023-03-02T02:14:50Z,零反射全动态Android插件框架
326,Java,android-bootstrap,3,1174,Java,https://github.com/a-thomas/android-bootstrap,a-thomas,0,2012-09-06T23:02:37Z,A template/bootstrap/boilerplate application that includes tons of great open source tools and frameworks. 
327,Java,Douya,4544,1174,Java,https://github.com/zhanghai/Douya,zhanghai,17,2021-06-14T20:48:22Z,开源的 Material Design 豆瓣客户端（A Material Design app for douban.com）
328,Java,Two-Pointers-2,1,1184,Java,https://github.com/super30admin/Two-Pointers-2,super30admin,0,2023-03-23T00:19:47Z,
329,Java,simple-maven-project-with-tests,23,1185,Java,https://github.com/jglick/simple-maven-project-with-tests,jglick,0,2023-03-06T07:12:36Z,"A Maven project that just has some test failures (and skips) at random, to demonstrate result reporting."
330,Java,AppStarter,476,1167,Java,https://github.com/sphinx02/AppStarter,sphinx02,32,2020-10-11T00:04:59Z,AppStarter | AppDrawer and Kodi / SPMC Updater for Amazon FireTV. Works without rooting your FireTV.
331,Java,spa-day-starter-code,0,1163,Java,https://github.com/LaunchCodeEducation/spa-day-starter-code,LaunchCodeEducation,0,2023-02-27T23:27:55Z,
332,Java,Twitter4J,2691,1161,Java,https://github.com/Twitter4J/Twitter4J,Twitter4J,39,2023-01-15T12:04:44Z,Twitter4J is an open-source Java library for the Twitter API.
333,Java,Linked-List-1,1,1168,Java,https://github.com/super30admin/Linked-List-1,super30admin,0,2023-03-27T05:15:29Z,
334,Java,SimianArmy,7930,1154,Java,https://github.com/Netflix/SimianArmy,Netflix,39,2018-12-18T09:29:22Z,Tools for keeping your cloud operating in top form. Chaos Monkey is a resiliency tool that helps applications tolerate random instance failures.
335,Java,ftgo-application,2926,1154,Java,https://github.com/microservices-patterns/ftgo-application,microservices-patterns,73,2023-03-25T03:05:06Z,Example code for the book Microservice patterns
336,Java,xbin-store,2135,1151,Java,https://github.com/xubinux/xbin-store,xubinux,9,2022-12-05T23:56:22Z,"模仿国内知名B2C网站,实现的一个分布式B2C商城 使用Spring Boot 自动配置 Dubbox / MVC / MyBatis / Druid / Solr / Redis 等。使用Spring Cloud版本请查看"
337,Java,spring-data-book,1349,1151,Java,https://github.com/spring-projects/spring-data-book,spring-projects,0,2023-03-23T23:29:06Z,Spring Data - The Definitive Guide - Modern Data Access for Enterprise Java Developers
338,Java,spring3-mvc-maven-xml-hello-world,40,1164,Java,https://github.com/mkyong/spring3-mvc-maven-xml-hello-world,mkyong,2,2022-05-29T11:28:32Z,Maven + Spring 3 MVC hello world example (XML)
339,Java,FloatingActionButton,5234,1145,Java,https://github.com/Clans/FloatingActionButton,Clans,204,2019-07-11T20:43:07Z,Android Floating Action Button based on Material Design specification
340,Java,onlinebookstore,230,1145,Java,https://github.com/shashirajraja/onlinebookstore,shashirajraja,10,2023-03-25T10:32:27Z,"The Online Book Shopping Store to manage, buy, add, remove and sell books. Book name and Quantity selection, auto receipt generated and payment options. Login and logout security for both user and admin. Seperate Profile for all."
341,Java,Advance-Android-Tutorials,346,1143,Java,https://github.com/StacktipsLab/Advance-Android-Tutorials,StacktipsLab,4,2023-03-21T00:54:03Z,Advance Android Tutorials
342,Java,android-menudrawer,2613,1140,Java,https://github.com/SimonVT/android-menudrawer,SimonVT,25,2014-06-30T15:29:28Z,"*DEPRECATED* A slide-out menu implementation, which allows users to navigate between views in your app."
343,Java,JS-Sorting-Algorithm,4924,1140,Java,https://github.com/hustcc/JS-Sorting-Algorithm,hustcc,5,2022-02-01T04:56:36Z,一本关于排序算法的 GitBook 在线书籍 《十大经典排序算法》，多语言实现。
344,Java,techjobs-mvc,4,1130,Java,https://github.com/LaunchCodeEducation/techjobs-mvc,LaunchCodeEducation,0,2020-01-08T18:32:49Z,Java / Spring Boot assignment
345,Java,Android_Blog_Demos,1572,1128,Java,https://github.com/hongyangAndroid/Android_Blog_Demos,hongyangAndroid,4,2017-10-25T02:50:46Z,source code in blog~
346,Java,sofa-rpc,3669,1126,Java,https://github.com/sofastack/sofa-rpc,sofastack,27,2023-03-10T08:27:57Z,"SOFARPC is a high-performance, high-extensibility, production-level Java RPC  framework."
347,Java,AndroidVideoCache,5172,1126,Java,https://github.com/danikula/AndroidVideoCache,danikula,146,2023-03-14T18:23:44Z,Cache support for any video player with help of single line
348,Java,small-spring,3817,1125,Java,https://github.com/fuzhengwei/small-spring,fuzhengwei,25,2023-03-07T11:20:46Z,🌱《 Spring 手撸专栏》，本专栏以 Spring 源码学习为目的，通过手写简化版 Spring 框架，了解 Spring 核心原理。在手写的过程中会简化 Spring 源码，摘取整体框架中的核心逻辑，简化代码实现过程，保留核心功能，例如：IOC、AOP、Bean生命周期、上下文、作用域、资源处理等内容实现。
349,Java,janusgraph,4769,1123,Java,https://github.com/JanusGraph/janusgraph,JanusGraph,448,2023-03-27T05:48:03Z,"JanusGraph: an open-source, distributed graph database"
350,Java,subsampling-scale-image-view,7517,1118,Java,https://github.com/davemorrissey/subsampling-scale-image-view,davemorrissey,35,2022-03-30T10:42:13Z,"Android library (AAR). Highly configurable, easily extendable deep zoom view for displaying huge images without loss of detail. Perfect for photo galleries, maps, building plans etc."
351,Java,flyway,7091,1371,Java,https://github.com/flyway/flyway,flyway,86,2023-03-24T19:18:05Z,Flyway by Redgate • Database Migrations Made Easy.
352,Java,m1-t12-code-style,2,1387,Java,https://github.com/PraktikumJava/m1-t12-code-style,PraktikumJava,1,2023-02-16T11:27:51Z,
353,Java,Discovery,5186,1367,Java,https://github.com/Nepxion/Discovery,Nepxion,9,2023-03-20T06:57:25Z,"☀️ Nepxion Discovery is a solution for Spring Cloud with blue green, gray, route, limitation, circuit breaker, degrade, isolation, tracing, dye, failover, active 蓝绿灰度发布、路由、限流、熔断、降级、隔离、追踪、流量染色、故障转移、多活"
354,Java,SSM,3420,1366,Java,https://github.com/crossoverJie/SSM,crossoverJie,5,2018-07-02T14:32:39Z,:two_hearts: build SSM from 0 👉🏽👉🏽  distributed micro service.
355,Java,jib,12634,1366,Java,https://github.com/GoogleContainerTools/jib,GoogleContainerTools,131,2023-03-27T01:56:47Z,🏗 Build container images for your Java applications.
356,Java,SmartTabLayout,6997,1360,Java,https://github.com/ogaclejapan/SmartTabLayout,ogaclejapan,120,2020-06-03T06:02:33Z,A custom ViewPager title strip which gives continuous feedback to the user when scrolling
357,Java,flink-recommandSystem-demo,3754,1360,Java,https://github.com/will-che/flink-recommandSystem-demo,will-che,12,2022-10-04T23:52:49Z,:helicopter::rocket:基于Flink实现的商品实时推荐系统。flink统计商品热度，放入redis缓存，分析日志信息，将画像标签和实时记录放入Hbase。在用户发起推荐请求后，根据用户画像重排序热度榜，并结合协同过滤和标签两个推荐模块为新生成的榜单的每一个产品添加关联产品，最后返回新的用户列表。
358,Java,material,6027,1352,Java,https://github.com/rey5137/material,rey5137,208,2020-10-12T05:59:05Z,A library to bring fully animated Material Design components to pre-Lolipop Android. 
359,Java,kubernetes-client,2911,1343,Java,https://github.com/fabric8io/kubernetes-client,fabric8io,94,2023-03-27T06:47:02Z,Java client for Kubernetes & OpenShift 
360,Java,java-lotto,13,1344,Java,https://github.com/woowacourse-precourse/java-lotto,woowacourse-precourse,0,2023-01-24T04:10:20Z,로또 미션을 진행하는 저장소
361,Java,CloudReader,4763,1331,Java,https://github.com/youlookwhat/CloudReader,youlookwhat,6,2023-03-13T14:31:13Z,🗡️  云阅：一款基于网易云音乐UI，使用玩Android Api，Retrofit2 + RxJava2 + Room + MVVM-databinding架构开发的Android客户端
362,Java,Android-Image-Cropper,6239,1332,Java,https://github.com/ArthurHub/Android-Image-Cropper,ArthurHub,342,2023-03-18T08:18:22Z,"Image Cropping Library for Android, optimized for Camera / Gallery."
363,Java,ShortcutBadger,7260,1325,Java,https://github.com/leolin310148/ShortcutBadger,leolin310148,175,2022-11-29T15:20:47Z,"An Android library supports badge notification like iOS in Samsung, LG, Sony and HTC launchers."
364,Java,Openfire,2611,1324,Java,https://github.com/igniterealtime/Openfire,igniterealtime,0,2023-03-22T16:19:50Z,An XMPP server licensed under the Open Source Apache License.
365,Java,RxPermissions,10429,1319,Java,https://github.com/tbruyelle/RxPermissions,tbruyelle,89,2022-05-11T09:47:47Z,Android runtime permissions powered by RxJava2
366,Java,material-calendarview,5851,1320,Java,https://github.com/prolificinteractive/material-calendarview,prolificinteractive,218,2023-02-13T04:23:49Z,A Material design back port of Android's CalendarView
367,Java,Terasology,3481,1315,Java,https://github.com/MovingBlocks/Terasology,MovingBlocks,477,2023-02-15T23:26:07Z,Terasology - open source voxel world
368,Java,java-exercises,4,1310,Java,https://github.com/LaunchCodeEducation/java-exercises,LaunchCodeEducation,0,2020-06-03T01:22:56Z,Demos and exercises for skills-back-end-java
369,Java,camunda-bpm-platform,3206,1312,Java,https://github.com/camunda/camunda-bpm-platform,camunda,840,2023-03-27T10:36:29Z,"Flexible framework for workflow and decision automation with BPMN and DMN. Integration with Spring, Spring Boot, CDI."
370,Java,QuestionAnsweringSystem,1907,1310,Java,https://github.com/ysc/QuestionAnsweringSystem,ysc,3,2018-08-21T12:59:28Z,QuestionAnsweringSystem是一个Java实现的人机问答系统，能够自动分析问题并给出候选答案。
371,Java,DP-1,1,1330,Java,https://github.com/super30admin/DP-1,super30admin,0,2023-03-25T00:33:39Z,
372,Java,jetlinks-community,3690,1305,Java,https://github.com/jetlinks/jetlinks-community,jetlinks,0,2023-03-27T02:26:50Z,"JetLinks  基于Java8,Spring Boot 2.x ,WebFlux,Netty,Vert.x,Reactor等开发, 是一个全响应式的企业级物联网平台。支持统一物模型管理,多种设备,多种厂家,统一管理。统一设备连接管理,多协议适配(TCP,MQTT,UDP,CoAP,HTTP等),屏蔽网络编程复杂性,灵活接入不同厂家不同协议等设备。实时数据处理,设备告警,消息通知,数据转发。地理位置,数据可视化等。能帮助你快速建立物联网相关业务系统。"
373,Java,JimuReport,4226,1301,Java,https://github.com/jeecgboot/JimuReport,jeecgboot,215,2023-02-19T18:49:38Z,⭐️「低代码可视化报表」类似excel操作风格，在线拖拽完成设计！功能涵盖: 报表设计、图形报表、打印设计、大屏设计等，完全免费！秉承“简单、易用、专业”的产品理念，极大的降低报表开发难度、缩短开发周期、解决各类报表难题。
374,Java,Android-SpinKit,8388,1301,Java,https://github.com/ybq/Android-SpinKit,ybq,55,2022-09-02T10:08:37Z,Android  loading animations
375,Java,m1-t6-jar,2,1325,Java,https://github.com/PraktikumJava/m1-t6-jar,PraktikumJava,0,2021-09-23T07:08:06Z,
376,Java,ud867,669,1297,Java,https://github.com/udacity/ud867,udacity,11,2022-07-06T21:37:12Z,Course code repository for Gradle for Android and Java
